dlga_start:close_window|Aviso: esta linha nunca é exibida. É apenas para armazenar variáveis de conversação.
dlga_lord_ask_pardon_2:lord_ask_pardon_tribue_deny|Temo que não posso pagar essa quantia.
dlga_lord_ask_pardon_tribue_accept:close_window|Excelente, {playername}. Utilizarei isso para ressarcir aqueles a quem você prejudicou, e farei com que todos tenham conhecimento de que você já não é mais inimigo do {s4}.
dlga_lord_ask_pardon_tribue_accept:close_window.1|Excelente, {playername}. Utilizarei o dinheiro para apaziguar aqueles que se opõem ao seu perdão, e asseguro que em breve correrá a voz de que você já não é um inimigo para o {s4}.
dlga_lord_ask_pardon_tribue_deny:lord_pretalk|Nesse caso, não há nada que eu possa fazer por você, {playername}. Se não há ouro, não há perdão.
dlga_lord_talk:lord_active_mission_1|Sobre a tarefa que me encarregou...
dlga_lord_talk:lord_switch_to_spouse|Discutamos os assuntos domésticos.
dlga_lord_switch_to_spouse:lord_pretalk|Esperemos até chegar ao castelo, minha esposa. É difícil discutir de inventários domésticos e coisas desse tipo no campo.
dlga_lord_switch_to_spouse:spouse_talk|Naturalmente, {s0}.
dlga_lord_talk:lord_request_mission_ask|Tem alguma tarefa para mim?
dlga_lord_talk:combined_political_quests|Acha que podemos trabalhar juntos para consolidar nossa posição neste reino?
dlga_combined_political_quests:lord_pretalk|Não creio que você e eu tenhamos muitos interesses em comum.
dlga_combined_political_quests:lord_pretalk.1|Hmm... Talvez possamos discutir este assunto em um ambiente mais privado, mais tarde.
dlga_combined_political_quests:lord_pretalk.2|Hmm... Tenho uma ideia, mas para isso você deveria estar livre de controvérsias. Se pudesse passar um tempo sem se meter em conflitos com outros lordes de nosso reino, talvez poderíamos fazer algo.
dlga_lord_talk:lord_ask_resign_marshalship|Desejo renunciar ao cargo de marechal.
dlga_lord_ask_resign_marshalship:lord_pretalk|Que assim seja. Terei que encontrar outra pessoa.
dlga_lord_talk:lord_request_enlistment|Milorde, gostaria de me alistar em seu exército.
dlga_lord_talk:lord_request_retire|Milorde, não quero mais servi-lo.
dlga_lord_talk:lord_request_vacation|Milorde, gostaria de solicitar uma dispensa pessoal.
dlga_lord_talk:ask_return_from_leave|Milorde, estou pront{o/a} para voltar ao serviço.
dlga_lord_request_enlistment:lord_request_enlistment_confirm|Tenho espaço em minhas fileiras para {um homem/uma mulher} com boa disposição, {playername}.  Posso {contratá-lo/contratá-la} como um {s1}, com uma salário semanal de {s2}. Além de fornecer comida, é claro.  Diversas oportunidades de promoção e também será {equipado/equipada} com os benefícios de sua hierarquia. Ademais, poderá ficar com o que recolher após a batalha.  O que me diz?
dlga_lord_request_enlistment_confirm:close_window|Parece um trabalho muito justo e estável para estas terras. Aceitarei de bom grado, meu senhor.
dlga_lord_request_enlistment_confirm:lord_pretalk|Bem, pensando melhor, talvez eu deva tentar a sorte {sozinho/sozinha} um pouco mais. De qualquer modo agradeço a oferta.
dlga_lord_request_enlistment:lord_pretalk|Não confio em você o suficiente para permitir que me sirva.
dlga_lord_request_retire:lord_request_retire_b|Nós temos um contrato, {playername}. Se você quer ser dispensado do serviço, você tem que pagar 1.500 Florins.
dlga_lord_request_retire_b:lord_pretalk|Eu não tenho tanto ouro...
dlga_lord_request_retire_b:lord_pretalk.1|Muito bem. Tome-o e liberte-me do dever.
dlga_lord_request_retire_b:lord_pretalk.2|Prefiro continuar com o dever.
dlga_lord_request_vacation:lord_pretalk|Muito bem, {playername}. Descanse um pouco antes de retornar ao seu dever militar. Volte em duas semanas.
dlga_ask_return_from_leave:lord_pretalk|Bem-vind{o/a} de volta, {playername}. Seu regimento sentiu sua falta, me atrevo a dizer! Agora volte ao seu posto.
dlga_lord_talk:lord_ask_enter_service|{s66}, vim oferecer-lhe a minha espada em vassalagem!
dlga_lord_talk:lord_ask_enter_service.1|{s66}, desejo me tornar {um homem/uma mulher} de sua confiança e lutar por sua honra.
dlga_lord_talk:lord_ask_leave_service|{s66}, desejo que me liberte de meu juramento a você.
dlga_lord_talk:lord_charter|Senhor, quero adquirir uma carta de permissão para usar sua floresta para fins pessoais.
dlga_lord_charter:lord_charter_pay|Para obter este documento e explorar minha floresta, você terá que pagar uma soma de 350 Florins.
dlga_lord_charter_pay:lord_charter_given|Por gentileza, me conceda a carta.
dlga_lord_charter_pay:lord_pretalk|Receio não poder pagar isso.
dlga_lord_charter_pay:lord_pretalk.1|Eu mudei de ideia.
dlga_lord_charter_given:lord_pretalk|Por este meio, concedo solenemente a {playername}, est{e/a} {s7} presente diante de mim, permissão para explorar a minha floresta para fins pessoais. Guarde esta carta em segurança com você.
dlga_lord_talk:lord_charter_quarry|Senhor, quero adquirir uma carta de permissão para usar sua mina para fins pessoais.
dlga_lord_charter_quarry:lord_charter_quarry_pay|Para obter essa carta e explorar minha mina, você precisará de uma quantia de 500 Florins a serem pagos.
dlga_lord_charter_quarry_pay:lord_charter_quarry_given|Por gentileza, me conceda a carta.
dlga_lord_charter_quarry_pay:lord_pretalk|Receio não poder pagar isso.
dlga_lord_charter_quarry_pay:close_window|Eu mudei de ideia.
dlga_lord_charter_quarry_given:lord_pretalk|Por este meio, concedo-lhe, solenemente, permissão para explorar a minha pedreira para fins pessoais. Guarde esta carta em segurança com você.
dlga_lord_talk:lord_infl|Tenho algo importante para lhe dizer.
dlga_lord_infl:lord_infl_1|Posso ter a honra de saber o que seria?
dlga_lord_infl_1:lord_infl_task|Desejo que você realize uma tarefa.
dlga_lord_infl_1:lord_infl_improve|Tenho algo para você.
dlga_lord_infl_1:close_window|[Defeito para o meu reino]
dlga_lord_infl_1:close_window.1|[Defeito para o reino inteiro]
dlga_lord_infl_task:lord_pretalk|Mas o que é isso aqui! Mas o que é isso! Você está louc{o/a}? Eu sou o único aqui dando ordens.
dlga_lord_infl_task:lord_infl_task_suggest|O que você sugere?
dlga_lord_infl_task_suggest:lord_infl_task_suggest_follow_me|[-{reg0} Infl.] Siga-me, meu grupo precisa de escolta.
dlga_lord_infl_task_suggest:lord_infl_task_suggest_follow_other|[-{reg1} Infl.] Siga alguém, ele precisa de ajuda.
dlga_lord_infl_task_suggest:lord_pretalk|[-{reg2} Infl.] Conte-me mais sobre sua família. (+1 relação)
dlga_lord_infl_task_suggest:lord_infl_task_suggest_join_faction|[Resetar Infl.] Eu quero servir sua facção.
dlga_lord_infl_task_suggest:lord_infl_task_suggest_raid_village|[-{reg4} Infl.] Invadir uma aldeia, isso oferece recompensas valiosas.
dlga_lord_infl_task_suggest:lord_infl_task_suggest_lift_siege|[-{reg5} Infl.] Levante este cerco, o centro não vale os custos.
dlga_lord_infl_task_suggest:lord_infl_task_suggest_go_to_friendly_town|[-{reg6} Infl.] Reforçar um feudo aliado, nossos homens precisam de ajuda.
dlga_lord_infl_task_suggest:lord_infl_task_suggest_attack_enemy_party|[-{reg7} Infl.] Vamos atacar um grupo de guerra inimigo, é importante que ele seja aniquilado.
dlga_lord_infl_task_suggest:lord_infl_task_suggest_attack_enemy_castle|[-{reg8} Infl.] Vamos atacar uma cidade ou castelo inimigo, é parte do plano.
dlga_lord_infl_task_suggest:lord_infl_task_suggest_stop|[-0 Infl.] Você não é mais necessário.
dlga_lord_infl_task_suggest:lord_infl|Deixa pra lá.
dlga_lord_infl_task_suggest_follow_me:lord_pretalk|Como você pediu, eu te seguirei. Tenho certeza de que não desperdiçaria meu valioso tempo.
dlga_lord_infl_task_suggest_follow_other:lord_infl_task_suggest_follow_other_2|Quem você quer que eu siga?
dlga_lord_infl_task_suggest_follow_other_2:lord_infl_task_suggest_follow_other_3|{s1}
dlga_lord_infl_task_suggest_follow_other_2:lord_pretalk|Deixa pra lá.
dlga_lord_infl_task_suggest_follow_other_3:lord_pretalk|Como desejar, irei acompanhá-lo.
dlga_lord_infl_task_suggest_join_faction:lord_give_oath_5|Estamos honrados em receber {um homem tão bom/uma mulher tão boa}! Ajoelhe-se diante de mim...
dlga_lord_infl_task_suggest_raid_village:lord_infl_task_suggest_raid_village_2|Hmm. Qual aldeia você sugere que atacemos?
dlga_lord_infl_task_suggest_raid_village_2:lord_infl_task_suggest_raid_village_3|{s1} do {s2}
dlga_lord_infl_task_suggest_raid_village_2:lord_pretalk|Deixa pra lá.
dlga_lord_infl_task_suggest_raid_village_3:lord_pretalk|Isso pode acabar muito mal, mas você diz que há ouro? Então vamos atacar rápida e precisamente!
dlga_lord_infl_task_suggest_lift_siege:close_window|Você quer muito. Mas tenho certeza que sabe o que diz, {playername}.
dlga_lord_infl_task_suggest_go_to_friendly_town:lord_infl_task_suggest_go_to_friendly_town2|Hmm. Qual cidade ou fortaleza você sugere que vamos reforçar?
dlga_lord_infl_task_suggest_go_to_friendly_town2:lord_infl_task_suggest_go_to_friendly_town3|{s1}
dlga_lord_infl_task_suggest_go_to_friendly_town2:lord_pretalk|Deixa pra lá.
dlga_lord_infl_task_suggest_go_to_friendly_town3:lord_pretalk|Partirei agora mesmo para ajudar nossos cavaleiros aliados.
dlga_lord_infl_task_suggest_attack_enemy_party:lord_infl_task_suggest_attack_enemy_party2|Hmm. Qual exército inimigo você sugere que atacemos?
dlga_lord_infl_task_suggest_attack_enemy_party2:lord_infl_task_suggest_attack_enemy_party3|{s1} do {s2} próximo de {s3}
dlga_lord_infl_task_suggest_attack_enemy_party2:lord_pretalk|Deixa pra lá.
dlga_lord_infl_task_suggest_attack_enemy_party3:lord_pretalk|Mandei meu mensageiro ir de uma vez! {s1} em breve não existirá mais.
dlga_lord_infl_task_suggest_attack_enemy_castle:lord_infl_task_suggest_attack_enemy_castle2|Hmm. Qual deles você sugere que atacemos?
dlga_lord_infl_task_suggest_attack_enemy_castle2:lord_infl_task_suggest_attack_enemy_castle3|{s1} do {s2}
dlga_lord_infl_task_suggest_attack_enemy_castle2:lord_pretalk|Deixa pra lá, meu senhor.
dlga_lord_infl_task_suggest_attack_enemy_castle3:lord_pretalk|Muito bem, atacaremos e capturaremos as muralhas de {s1}. Vamos todos cavalgar para a glória.
dlga_lord_infl_task_suggest_stop:lord_pretalk|Obrigado, espero ter ajudado.
dlga_lord_infl_improve:lord_infl_improve_1|O que? Você tem minha total atenção desembucha de uma vez.
dlga_lord_infl_improve_1:lord_infl_improve_bribe|[+30 Infl.] Que tal algumas peças de prata, ein?
dlga_lord_infl_improve_1:lord_infl_improve_donate|[+20 Infl.] Eu quero doar um pouco de ouro.
dlga_lord_infl_improve_1:lord_infl_improve_gift|[+10 Infl.] Eu quero dar um presente.
dlga_lord_infl_improve_1:lord_infl_improve_persuade|[+50 Infl.] Você tem um segundo? Eu tenho um plano perfeito.
dlga_lord_infl_improve_1:lord_infl_improve_army|[+{reg0} Infl.] Dê uma olhada no meu exército.
dlga_lord_infl_improve_1:lord_pretalk|No momento, nada.
dlga_lord_infl_improve_bribe:lord_infl_improve_bribe_1|Moedas! MOOOEDAS? Eu exijo uma explicação agora mesmo!
dlga_lord_infl_improve_bribe_1:lord_infl_improve_bribe_2|Bem, eu posso perder 1000 Florins, e essas moedas caem acidentalmente no seu bolso.
dlga_lord_infl_improve_bribe_1:lord_infl_improve_bribe_2.1|Bem, eu posso perder 2500 Florins, e essas moedas caem acidentalmente no seu bolso.
dlga_lord_infl_improve_bribe_1:lord_infl_improve_bribe_2.2|Bem, eu posso perder 5000 Florins, e essas moedas caem acidentalmente no seu bolso.
dlga_lord_infl_improve_bribe_1:lord_infl_improve_bribe_2.3|Bem, eu posso perder 10000 Florins, e essas moedas caem acidentalmente no seu bolso.
dlga_lord_infl_improve_bribe_1:lord_infl_improve_bribe_2.4|Bem, eu posso perder 15000 Florins, e essas moedas caem acidentalmente no seu bolso.
dlga_lord_infl_improve_bribe_1:lord_pretalk|Eh! Eu vi um saco inteiro de moedas preciosas hoje, aquelas bugigangas brilhantes são legais, huh?
dlga_lord_infl_improve_bribe_2:lord_pretalk|Aah, isso pode ser possível sim. Bem, eh, vamos fazer isso acontecer.
dlga_lord_infl_improve_bribe_2:close_window|O que? Você quer me subornar? Como você ousa. Saia da minha vista imediatamente. Não falaremos disso novamente.
dlga_lord_infl_improve_donate:lord_infl_improve_donate_1|Doar? Ah, isso é muito cavalheiresco para você financiar nosso amado exército. E em que quantidade generosa você está pensando?
dlga_lord_infl_improve_donate_1:lord_infl_improve_donate_2|10.000 Florins, estou muito, muito benevolente hoje, velho companheiro!
dlga_lord_infl_improve_donate_1:lord_pretalk|Oh espere, minha bolsa parece bastante leve. Minhas desculpas, senhor.
dlga_lord_infl_improve_donate_2:lord_pretalk|Muito obrigado, muito mesmo! Deixe-me lhe passar essas peças brilhantes agora mesmo!
dlga_lord_infl_improve_gift:lord_infl_improve_gift_1|Aah! Esplêndido! O que você tem para mim?
dlga_lord_infl_improve_gift_1:lord_infl_improve_gift_2|Isso foi excepcionalmente caro, mas acho que você vai gostar, senhor.
dlga_lord_infl_improve_gift_1:lord_pretalk|Infelizmente, eu não posso nem comprar aquele adorável banquinho que vi na loja para mim.
dlga_lord_infl_improve_gift_2:lord_pretalk|Que maravilha! Você é realmente uma pessoa muito refinamenta.
dlga_lord_infl_improve_persuade:lord_infl_improve_persuade_1|Sou todo ouvidos para este seu plano de batalha então.
dlga_lord_infl_improve_persuade_1:lord_infl_improve_persuade_2|Há muito tempo, éramos uma nação de pessoas cavalheirescas. Havia espírito de equipe. Mas os bárbaros invadiram as terras, destruíram nossas aldeias, assassinaram pessoas inocentes. Precisamos combatê-los de volta! É hora de reconquistar o que era nosso! A Glória é nossa!
dlga_lord_infl_improve_persuade_1:lord_infl_improve_persuade_2.1|Nós *urrhh*, devemos matar - você não acha? - P-p-pelo o Rei. Aqueles frades, eh bárbaros pagãos tomaram as terras... pip pip!
dlga_lord_infl_improve_persuade_2:lord_pretalk|Isso foi maravilhoso. Você tem uma maneira maravilhosa de palavras, você me lembra de um velho rei que tivemos...
dlga_lord_infl_improve_persuade_2:lord_pretalk.1|Saia da minha vista agora! Ou deixo você polir minhas botas nas masmorras.
dlga_lord_infl_improve_army:lord_pretalk|O equipamento parece ser suficiente, as espadas estão afiadas e a disciplina parece ser alta. Muito Bem!
dlga_start:close_window.17|Bom dia, {meu senhor/minha senhora}.
dlga_lord_talk:lord_talk_preoffer|Tenho uma oferta para você.
dlga_lord_talk:lord_give_troops|Quero dar-lhe algumas tropas.
dlga_lord_give_troops:lord_pretalk|Eu não posso acomodar mais {reg65?homens:soldados} no momento. Minhas linhas de suprimento estão sobrecarregadas.
dlga_lord_talk:lord_give_order_ask|Tenho uma nova tarefa para você.
dlga_lord_talk:lord_give_suggestion_ask|Poderia sugerir como proceder?
dlga_lord_give_order_ask:lord_give_order|Sim?
dlga_lord_give_suggestion_ask:lord_give_order|Seguirei de bom grado as suas instruções, {milorde/Alteza}. Se pretende liderar uma campanha extensiva, no entanto, pode ser que também seja de seu interesse declarar-se marechal, para que não haja motivos de confusão.
dlga_lord_give_suggestion_ask:lord_pretalk|Minhas desculpas. Não {o/a} conheço o suficiente para considerar seu conselho.
dlga_lord_give_suggestion_ask:lord_give_order.1|O que você quer?
dlga_lord_give_order:lord_give_order_answer|Siga-me.
dlga_lord_give_order:lord_give_order_answer.1|Siga-me. Tenho um plano...
dlga_lord_give_order:lord_give_order_details_ask|Ir para...
dlga_lord_give_order:lord_give_order_details_ask.1|Assaltar a aldeia de...
dlga_lord_give_order:lord_give_order_details_ask.2|Patrulhar ao redor de...
dlga_lord_give_order:lord_give_order_assault|Juntos poderíamos tomar {s11}. Você deve atacar imediatamente...
dlga_lord_give_order:lord_give_order_details_ask.3|Estamos sendo atacados, mas podemos rechaçar o inimigo. Cavalgue para...
dlga_lord_give_order:lord_give_order_details_ask.4|Estão nos atacando, mas o inimigo pode ser rechaçado. Reúna as tropas e marche para...
dlga_lord_give_order_assault:lord_pretalk|{s4} que lidera este cerco. Sugiro que fale com {reg4?ela:ele} diretamente.
