qstr_Artillery|Artilharia
qstr_Sir_^^The_garrison_|{Senhor/Senhora}, ^^ A guarnição de {s1} não aguentou mais os ataques devastadores de {s2} do {s3}. Sua colônia é capturada e saqueada.
qstr_Colony_Lost|Colônia perdida
qstr_Sir_^^Your_colony_{s|{Senhor/Senhora}, ^^ Sua colônia {s1} quebra com sucesso o exército de {s2} do {s3}! Você pode querer atualizar a guarnição local.
qstr_Colony_Withstands_si|Colônia resiste ao cerco
qstr_{s3}_has_been_seized|{s3}_foi capturada por {s1} de {s4}. Seu antigo dono era {s2} de {s5}... ^ Coisas sombrias acontecem no Novo Mundo.
qstr_Colony_seized!|Colônia capturada!
qstr_A_new_colony_is_esta|Uma nova colônia é estabelecida por {s1} do {s4}. É chamada {s3}. ^ Vamos esperar que um dia tenhamos uma colônia também.
qstr_New_colony_found!|Nova colônia estabelecida!
qstr_{s1}_of_{s2}_has_los|{s1} do {s2} perdeu a colônia, chamada {s3}. Os nativos saquearam o assentamento, assassinaram o povo e a civilização desapareceu.
qstr_Colony_lost!|Colônia perdida!
qstr_May_God_have_mercy_w|Que Deus tenha piedade de nós!
qstr_May_Allah_show_mercy|Que Allah mostre misericórdia para nós.
qstr_We_have_made_angry_t|Nós irritamos os poderosos Deuses!
qstr_My_lord!_My_lord!_An|{Meu Senhor/Minha Senhora}! {Meu Senhor/Minha Senhora}! Um surto da peste ocorreu na aldeia de {s1}. {reg0} agricultores perderam a vida! {s2}
qstr_Plague!|Maldição!
qstr_My_good_lord_gold_f|{Meu bom Senhor/Minha doce Senhora}, ouro do tesouro de sua aldeia, chamada {s1}, foi roubado. Os rumores dizem-nos sobre {reg0} Florins.
qstr_Theft!|Roubo!
qstr_timber|madeira
qstr_stone|pedra
qstr_tools|ferramentas
qstr_My_liege!_{reg0}_uni|{Meu/Minha} suseran{o/a}! {reg0} unidades de {s2} foram roubadas da sua aldeia {s1}. Infelizmente os ladrões desapareceram.
qstr_Oh_good_lord!_{reg0}|Oh {bom senhor/doce senhora}! {reg0} lenhadores foram mortos por uma árvore caída.
qstr_Accident_during_work|Acidente durante o trabalho!
qstr_Oh_good_lord!_{reg0}_|Oh {bom senhor/doce senhora}! {reg0} pedreiros foram mortos quando a mina desabou. Pobres rapazes.
qstr_Oh_good_lord!_{reg0}_b|Oh {bom senhor/doce senhora}! {reg0} ferreiros foram mortos durante um incêndio na forja.
qstr_Oh_good_lord!_{reg0}_f|Oh {bom senhor/doce senhora}! {reg0} fazendeiros foram assassinados por bandidos. Pobres rapazes.
qstr_Murder!|Assassinato!
qstr_My_lord!_My_lord!_An_|{Meu Senhor/Minha Senhora}! {Meu Senhor/Minha Senhora}! Um surto da peste ocorreu em sua cidade de {s1}. {reg0} cidadãos perderam a vida! {s2}
qstr_My_good_lord_^^Gold|{Meu bom Senhor/Minha doce Senhora}, ^^ Ouro do tesouro de sua cidade, chamada {s1}, foi roubado. Os rumores dizem-nos sobre {reg0} Florins.
qstr_Oh_lovely_lord_^^A_|Oh adorável {senhor/senhora}, ^^ Um herege carismático apareceu. Ele converteu pessoas em {s1} para as muitas falsas crenças! Ele deve queimar! Nossa uniformidade religiosa foi reduzida em {reg0}.
qstr_Heresy!|Heresia!
qstr_Mur_authority._You_h|Vossa Autoridade. Você não fez nada para detê-los! Agora o poder deles foi aumentado em {reg0} pontos.
qstr_Nobility_rises_to_po|Nobreza sobe ao poder!
qstr_Oh_lord_^^Grand_pro|Oh {senhor/senhora}, ^^ Grandes problemas ocorreram em {s1}! Membros da burguesia, organizados em um clube, entregaram um documento com exigências. Eles nos obrigaram a adotar as demandas! O poder deles aumentou com {reg0} pontos.
qstr_Bourgeoisie_rises_to|Burguesia sobe ao poder!
qstr_Wait!_I_have_news_fo|Espere! Eu tenho novidades para você de {s1}. Os sacerdotes locais confiscaram livros e a multidão ocupa casas de hereges. O poder do Clero foi aumentado em {reg0} pontos.
qstr_Clergy_rises_to_powe|Clero sobe ao poder!
qstr_Terribly_bad_news_l|Terríveis notícias, {senhor/senhora}. Grupos organizados incendiaram casas da nobreza em {s1}. Eles também mataram padres! Eles levam {reg0} pontos a mais poder!
qstr_Craftsmen_rise_to_po|Artesãos sobem ao poder!
qstr_Coordinats:_X_=_{reg|Coordenadas: X = {reg0}, Y = {reg1}
qstr_Dear_{playername}_A|{Meu consagrado/Minha consagrada} {playername}, tentar brincar com cheats é um péssimo hábito. Eu não passei anos em Nova Aetas para ver suas características em profundidade sendo mal utilizadas por jogadores que não têm a menor motivação para aceitar o desafio. Por favor, jogue como uma pessoa normal. Aos que  aceitam o desafio do jogo sem cheats, boas para você; você será recompensado com maa melhor jogabilidade e uma história muito interessante. ^^ - Quintillius, Desenvolvedor do Mod com um retoque do Tradutor, Josh.
qstr_No_Cheats_Allowed|Nenhuma trapaça é permitida
qstr_You_are_nearby_a_bea|Você está perto de um farol. Você quer correr o risco e subir a montanha? Pressione E.
qstr_My_lord!_^^The_peopl|{Meu Senhor/Minha Senhora}! ^^ As pessoas de {s1} concluíram a construção do {s10}.
qstr_Construction_Complet|Construção concluída.
qstr_Prestige_increased_w|Prestígio aumentado em 300.
qstr_My_liege!_^^After_ma|Meu suserano! ^^ Depois de muitas semanas, finalmente terminamos de construir nossa prefeitura em {s1}!
qstr_Prestige_increased_wi|Prestígio aumentado em 250.
qstr_A_messenger_tells_us|Um mensageiro nos diz que a cidade de {s1} agora está mais bem murada!
qstr_My_lord_^^A_tavern_|{Meu/Minha} senho{r/ra}, ^^ Uma taverna foi finalizada em {s1}.
qstr_Prestige_increased_wit|Prestígio aumentado em 50.
qstr_The_town_of_{s1}_has_|A cidade de {s1} agora tem um bairro de Comerciantes!
qstr_Prestige_increased_with|Prestígio aumentado em 75.
qstr_The_roads_in_the_sur|As estradas nos arredores de {s1} estão agora pavimentadas.
qstr_Prestige_increased_with_|Prestígio aumentado em 55.
qstr_Congratulations_my_|Parabéns, {meu senhor/minha senhora}! ^^ Você terminou de construir a universidade em {s1}.
qstr_Prestige_increased_with_1|Prestígio aumentado em 100.
qstr_A_Merchant_s_Guild_a|Uma Guilda de Mercadores apareceu em {s1}.
qstr_Prestige_increased_with_4|Prestígio aumentou em 40.
qstr_Our_glorious_town_of|Nossa gloriosa cidade de {s1} construiu um Arco do Triunfo!
qstr_Prestige_increased_with_15|Prestígio aumentado em 150.
qstr_The_poor_people_of_{|As pobres pessoas de {s1} são gratas a você porque você construiu um hospital para elas.
qstr_Prestige_increased_with_3|Prestígio aumentado em 38.
qstr_A_market_has_risen_i|Um mercado apareceu em{s1}.
qstr_Prestige_increased_with_2|Prestígio aumentado em 20.
qstr_Our_almighty_leader_w|Noss{o/a} líder tod{o/a}-poderos{o/a} será admirad{o/a} por séculos, por causa de sua estátua em {s1}.
qstr_Prestige_increased_with_30|Prestígio aumentado em 30.
qstr__Beatus_homo_qui_inv|Beatus homo qui invenit sapientiam" - Bem-aventurado o homem que encontra sabedoria. Você construiu uma biblioteca em {s1}!
qstr_Good_morrow_^^You_h|Bom dia, ^^ Você subiu de classe! Parabéns, você é {um dos Camponeses/uma das Camponesas} agora.
qstr_Advanced_in_Class|Subiu de classe.
qstr_Good_den_^^You_ve_e|Parabéns, ^^ Você entrou na classe {dos trabalhadores/das trabalhadoras}. Continue assim!
qstr_Good_e_en_^^Your_ef|Parabéns, ^^ Seus esforços são recompensados, agora você pode se chamar de Trabalhado{r/ra} Especializad{o/a}.
qstr_Good_den_^^You_have|Parabéns, ^^ Você ganhou respeito, {Artesão/Artesã}! Logo se encontrará fazendo parte da Classe Média.
qstr_Congratulations!_^^Y|Parabéns! ^^ Você agora faz parte da Classe Média, {Cidadão/Cidadã} {playername}.
qstr_Good_morrow_^^You_v|Bom dia, ^^ Você ganhou mais e mais poder e prestígio. Os Lordes estão de olho em você. Bem-vind{o/a} à Burguesia!
qstr_My_lord_^^You_enter|{Meu senhor/Minha senhora}, ^^ Você entrou na Classe Alta. Poder e riqueza caracterizam essa classe social, composta de pessoas ambiciosas. Você faz parte da Pequena Nobreza agora!
qstr_My_lord_^^You_are_r|{Meu senhor/Minha senhora}, ^^ Você é respeitad{o/a} e poderos{o/a} agora. A Aristocracia recebe você!
qstr_Good_eventide_my_lo|Bom dia, {Meu senhor/Minha senhora}. ^^ Você deve estar orgulhos{o/a} de pertencer ao Patriciado agora. As elites governantes das cidades! Até o {s10} está impressionado. Ele pode conceder-lhe um título nobre em breve.
qstr_My_noble_lord_^^The|{Meu nobre senhor/Minha nobre senhora}, ^^ O glorioso {s10} concedeu-lhe um título nobre. Você é agora u{m/ma} {s6}! Parabéns, e orgulhe-se de pertencer à nobreza.
qstr_My_noble_{s6}_^^You|{Meu nobre/Minha nobre} {s6}, ^^ Você recebeu o título honorífico de {s6}!
qstr_My_noble_lord_^^You|{Meu nobre senhor/Minha nobre senhora}, ^^ Você é agora {s6}. Um título antigo, trazendo muito respeito.
qstr_My_noble_lord_^^His|{Meu nobre senhor/Minha nobre senhora}, ^^ Sua Majestade concedeu-lhe o título de {s6}. A maioria das pessoas se curvará diante de sua grandeza.
qstr_Your_Grace_^^His_Ma|Sua Graça, ^^ Sua Majestade o {s10} concedeu-lhe o título de {s6}. Um sério título de prestígio, que traz muito poder e influência!
qstr_Your_Grace_^^{s6}_i|Sua Graça, ^^{s6} agora é o seu título. O {s10} deve estar orgulhoso de você.
qstr_Your_Grand_Grace_^^|Sua Grande Graça, ^^ Sua Majestade lhe dá o título de {s6}. Apenas alguns receberam esse título, e só os melhores dos melhores!
qstr_Your_Court_Imam_has_|Seu Imã da corte retornou de sua missão. Ele melhorou a uniformidade religiosa em todo o reino com 5 pontos e aumentou o poder do clero com 10 pontos.
qstr_Your_Court_Chaplain_|Seu Capelão da corte retornou de sua missão. Ele melhorou a uniformidade religiosa em todo o reino com 5 pontos e aumentou o poder do clero com 10 pontos.
qstr_My_lord_^^The_{s1}_|{Meu senhor/Minha senhora}, ^^ O {s1} avançou para um novo estágio tecnológico. Agora é estágio {s0}.
qstr_Faction_Advances!|Facção Avançou!
qstr_My_lord_^^Laborers_|{Meu senhor/Minha senhora}, ^^ Trabalhadores terminaram de construir seu novo castelo. Vá para o seu castelo para acabar com a construção.
qstr_Wheat_field_one_of_y|Um campo de trigo da sua fazenda pode ser colhido.
qstr_Harvest|Colheita
qstr_Wheat_field_two_of_y|O campo de trigo dois de sua fazenda pode ser colhido.
qstr_Wheat_field_three_of|O campo de trigo três de sua fazenda pode ser colhido.
qstr_Wheat_field_four_of_|O campo de trigo quatro de sua fazenda pode ser colhido.
qstr_You_ve_vanished_a_So|Você sumiu com um soberano da Terra, um monarca! Esta foi uma pessoa muito importante para Calradia e, portanto, sua honra, relacionamento com todos os senhores, senhoras, companheiros, facções, cidades, aldeias e moral das tropas são fortemente reduzidas! No entanto, seu ato maligno se espalha sobre cada língua, impressionando alguns e intimidando outros; aumentando seu renome.
qstr_Sovereign_killed!|Soberano morto!
qstr_You_ve_vanished_a_no|Você sumiu com um nobre Senhor da Terra. Este nobre era importante para Calradia e assim sua honra, relacionamento com todos os senhores, senhoras, companheiros, facções, cidades, aldeias e moral das tropas serão reduzidas! No entanto, seu ato maligno se espalha sobre cada língua, impressionando alguns e intimidando outros; aumentando seu renome.
qstr_Noble_Lord_killed!|Nobre Senhor morto!
qstr_200_Prestige_Points_|200 pontos de Prestígio ganhos.
qstr_Fellow_Guildmember_|Companheir{o/a} Membr{o/a} da Guilda, ^^ Informamos com satisfação que o Salão da Guilda de {s1} foi atualizado para o segundo nível. 200 pontos de prestígio são concedidos a você.
qstr_Guildhall_Upgraded|Salão da Guilda melhorado
qstr_Fellow_Guildmember_^|Companheir{o/a} Membr{o/a} da Guilda, ^^ Informamos com satisfação que o Salão da Guilda de {s1} foi atualizado para o terceiro nível. 200 pontos de prestígio são concedidos a você.
qstr_Fellow_Guildmember_^^|Companheir{o/a} Membr{o/a} da Guilda, ^^ Informamos alegremente que o Salão da Guilda de {s1} foi atualizado para o último nível. 200 pontos de prestígio são concedidos a você.
qstr_{s0}_^{s1}_^^You_can|{s0} ^{s1} ^^Você pode verificar as características pressionando a tecla V em qualquer lugar.
qstr_Trait_Gained|Traço Ganho
qstr_{s0}_^{s1}|{s0} ^{s1}
qstr_Second_Trait_Gained|Segundo Traço Ganho
qstr_As_you_travel_from_c|Enquanto você viaja de castelo para castelo, você ouve rumores sobre uma pedra que fica nas proximidades de onde um dos baús do tesouro do reino está alojado. Parece que você tem a oportunidade de pegar “emprestado” algum dinheiro do tesouro do reino, pois é vagamente guardado. Afinal, o rei é um homem rico e um pouco corrupto. Então, você quer levar essas moedas de ouro e prata brilhantes? - E talvez um pedaço de cobre também? ^^^ Opção 1 - Pegue uma pilha gigante de moedas, o rei tem o suficiente! ^ + 2.500 florins ^ 60% de chance de ganhar traço de deslealdade ^^ Opção 2 - Assuma o risco de pegar emprestado um pouco de ouro para usá-lo corretamente. O rei pode certamente sentir falta disso. ^ + 1.000 florins. ^ 45% de chance de ganhar o traço de deslealdade ^^ Opção 3 - Não tome nada. Ela pertence ao reino. ^ 5% de chance de ganhar traço de lealdade ^^ Opção 4 - Ponha um pouco de dinheiro do seu bolso no tesouro do reino. ^ -1,000 Florins ^ 25% de chance de ganhar traço de lealdade.
qstr_Option_1|Opção 1
qstr_Option_2|Opção 2
qstr_Option_3|Opção 3
qstr_Option_4|Opção 4
qstr_During_your_travel_y|Durante a sua viagem você percebe um velho mendigo de cabelos despenteados e envolto em roupas esfarrapadas. Antes que ele possa terminar seu pedido de esmola, um jovem rapaz rapidamente sai das sombras e o empurra para a lama e foge o mais rápido que pode. Enquanto as pessoas ao redor estão atordoadas, você lhe dá uma mão e tira-o da lama. Como seus pais lhe ensinaram, você oferece sua ajuda e dá-lhe algumas peças de prata. Então, de repente, quando ele se levantou, suas roupas caíram e você vê que ele usava uma peruca que despencou de sua cabeça. Você vê que este mendigo está realmente bem vestido. Não é novato afinal de contas! Apenas um avarento miserável, aparentemente rico, implorando por dinheiro. ^^^ Opção 1 - Como ele se atreve a pedir dinheiro! Vou empurrá-lo na lama novamente. ^ + 60% de chance de traço ruim de religião ^^ Opção 2 - Raaaahr! Como ele se atreve a aceitar o meu dinheiro? Eu cortaria sua cabeça se eu ficasse um pouco mais irritado. ^ + 75% de chance de ganhar traço ruim de estado mental ^ + 25 Prestígio ^^ Opção 3 - Errr... tudo bem, vamos deixar isso... pessoa curiosa. ^ -25 Prestige ^^ Opção 4 - Se ele não pode viver sem dinheiro, então, que fique com a minha bolsa. ^ + 80% de chance de ganhar um bom traço religioso ^ -300 Florins
qstr_Suddenly!_Suddenly_a|De repente! De repente e rápido como uma inesperada brisa fria de verão, você sente uma profunda dor de cabeça. Você sente fortemente o desejo de bater a cabeça contra a parede se livrar dessa dor desumana. ^^^ Opção 1 - Leve-me ao melhor médico de Calradia. Eu preciso dos melhores medicamentos. ^ -10.000 Fl. 85 85% de chance de ganhar um bom traço de estado mental ^^ Opção 2 - Um médico! Eu preciso de um doutor. Agora! ^ -2,000 Fl. ^ 50% de chance de ganhar bom traço de estado mental ^^ Opção 3 - Isso deve ser algo sobrenatural, sobrenatural. O apocalipse está próximo. ^ 75% de chance de ganhar traços de estado mental ruim ^^ Opção 4 - Isso é o inferno! O fim! Onde fica a parede? Raaaaaaahr... ^ 90% de chance de ganhar traço de estado mental ruim
qstr_Strange_funny_sounds|Estranhos sons engraçados acariciam seus ouvidos. Eles vêm de uma festa na cidade próxima. Você se junta ao banquete e participa da comida. Há muita comida disponível. ^^^ Opção 1 - Coma o quanto há! ^ 75% de chance de ganhar um traço ruim de saúde ^ + 10 salsichas ^^ Opção 2 - Apenas coma e divirta-se! ^ 60% de chance de ganhar um traço de saúde ruim ^ + 5 salsichas ^^ Opção 3 - Tudo bem, deixe-me comer um pouco. ^ 50% de chance de ganhar um traço ruim de saúde ^ 50% Oportunidade de ganhar um bom traço de saúde ^^ Opção 4 - Comida? Não, obrigado, a gula é o pai do vício. ^ 75% Possibilidade de ganhar bom traço de saúde
qstr_You_take_a_good_look|Você dá uma boa olhada em si {reg3?mesma:mesmo} e determina... ^^^ Opção 1 - Eu preciso comprar maquiagem para parecer melhor ^ 90% de chance de obter um bom traço de beleza ^ -1,000 Fl. ^^ Opção 2 - Eu preciso comprar alguma maquiagem para parecer melhor ^ 60% de chance de obter um bom traço de beleza ^ -500 Fl. ^^ Opção 3 - Mas eu gosto da beleza natural. ^ 50% de chance de obter um bom traço de beleza ^ 50% de chance de obter um traço ruim de beleza ^^ Opção 4 - Eu nem me importo com o meu visual. ^ 90% de chance de obter um traço de beleza ruim
qstr_You_take_a_good_look_|Você dá uma boa olhada em si {reg3?mesma:mesmo} e determina... ^^^ Opção 1 - Preciso comprar mais maquiagem para ter uma aparência melhor. ^ 90% de chance de conseguir um bom traço de beleza ^ -1,000 Fl. ^^ Opção 2 - Preciso comprar algumas roupas para ter uma aparência melhor ^ 60% de chance de ter um bom traço de beleza ^ -500 Fl. ^^ Opção 3 - Mas eu gosto da beleza natural . ^ 50% de chance de obter um bom traço de beleza ^ 50% de chance de ter um traço ruim de beleza ^^ Opção 4 - Eu nem me importo com o meu visual. ^ 90% de chance de ficar com um traço ruim de beleza
