itm_no_item|ITEM INVÁLIDO
itm_light_throwing_axes_melee_pl|Machados Leves de Arremesso
itm_throwing_axes|Machados de Arremesso
itm_throwing_axes_pl|Machados de Arremesso
itm_throwing_axes_melee|Machados de Arremesso
itm_throwing_axes_melee_pl|Machados de Arremesso
itm_heavy_throwing_axes|Machados Pesados de Arremesso
itm_heavy_throwing_axes_pl|Machados Pesados de Arremesso
itm_heavy_throwing_axes_melee|Machados Pesados de Arremesso
itm_heavy_throwing_axes_melee_pl|Machados Pesados de Arremesso
itm_torch|Tocha
itm_torch_pl|Tocha
itm_lyre|Lira
itm_lyre_pl|Lira
itm_lute|Lute
itm_lute_pl|Lute
itm_sword_norman|Espada Curta
itm_sword_norman_pl|Espada Curta
itm_strange_armor|Armadura Estranha
itm_strange_armor_pl|Armadura Estranha
itm_strange_boots|Botas Estranhas
itm_strange_boots_pl|Botas Estranhas
itm_strange_helmet|Elmo Estranho
itm_strange_helmet_pl|Eslmo Estranho
itm_strange_sword|Espada Estranha
itm_strange_sword_pl|Espada Estranha
itm_strange_great_sword|Grande Espada Estranha
itm_strange_great_sword_pl|Grande Espada Estranha
itm_strange_short_sword|Espada Curta Estranha
itm_strange_short_sword_pl|Espada Curta Estranha
itm_rich_outfit|Trajes Caros
itm_rich_outfit_pl|Trajes Caros
itm_khergit_guard_armor|Armadura de Guarda Khergita
itm_khergit_guard_armor_pl|Armadura de Guarda Khergita
itm_felt_steppe_cap|Gorro da Estepe de Feltro
itm_felt_steppe_cap_pl|Gorro da Estepe de Feltro
itm_khergit_war_helmet|Elmo de Guerra Khergita
itm_khergit_war_helmet_pl|Elmo de Guerra Khergita
itm_khergit_helmet|Elmo Khergita
itm_khergit_helmet_pl|Elmo Khergita
itm_khergit_sword|Espada Khergita
itm_khergit_sword_pl|Espada Khergita
itm_khergit_guard_boots|Botas de Guardas Khergitas
itm_khergit_guard_boots_pl|Botas de Guardas Khergitas
itm_khergit_guard_helmet|Elmo de Guarda Khergita
itm_khergit_guard_helmet_pl|Elmo de Guarda Khergita
itm_khergit_cavalry_helmet|Elmo de Cavalaria Khergita
itm_khergit_cavalry_helmet_pl|Elmo de Cavalaria Khergita
itm_black_hood|Capuz negro
itm_black_hood_pl|Capuz negro
itm_light_leather|Couro Leve
itm_light_leather_pl|Couro Leve
itm_light_leather_boots|Botas de Couro Leve
itm_light_leather_boots_pl|Botas de Couro Leve
itm_mail_and_plate|Cota de Malha e Placas
itm_mail_and_plate_pl|Cota de Malha e Placas
itm_light_mail_and_plate|Cota de Malha Leve e Placas
itm_light_mail_and_plate_pl|Cota de Malha Leve e Placas
itm_byzantion_helmet_a|Capacete Bizantino
itm_byzantion_helmet_a_pl|Capacete Bizantino
itm_magyar_helmet_a|Capacete Magiar
itm_magyar_helmet_a_pl|Capacete Magiar
itm_rus_helmet_a|Elmo Rus
itm_rus_helmet_a_pl|Elmo Rus
itm_sipahi_helmet_a|Capacete Sipahi
itm_sipahi_helmet_a_pl|Capacete Sipahi
itm_shahi|Shahi
itm_shahi_pl|Shahi
itm_rabati|Rabati
itm_rabati_pl|Rabati
itm_deer|Veado
itm_deer_pl|Veado
itm_boar|Javali
itm_boar_pl|Javali
itm_cow|Vaca
itm_cow_pl|Vaca
itm_Ovelha_mod_a|Ovelha
itm_Ovelha_mod_a_pl|Ovelha
itm_Ovelha_mod_b|Ovelha
itm_Ovelha_mod_b_pl|Ovelha
itm_horse_light_a|Cavalo Selvagem
itm_horse_light_a_pl|Cavalo Selvagem
itm_horse_light_b|Cavalo Selvagem
itm_horse_light_b_pl|Cavalo Selvagem
itm_horse_light_c|Cavalo Selvagem
itm_horse_light_c_pl|Cavalo Selvagem
itm_tunic_with_green_cape|Túnica com Capa Verde
itm_tunic_with_green_cape_pl|Túnica com Capa Verde
itm_keys|Chaves
itm_keys_pl|Chaves
itm_bride_dress|Vestido de noiva
itm_bride_dress_pl|Vestido de noiva
itm_bride_crown|Coroa de Flores
itm_bride_crown_pl|Coroa de Flores
itm_bride_shoes|Sapatos de noiva
itm_bride_shoes_pl|Sapatos de noiva
itm_practice_bow_2|Arco de Treinamento
itm_practice_bow_2_pl|Arco de Treinamento
itm_practice_arrows_2|Flechas de Treinamento
itm_practice_arrows_2_pl|Flechas de Treinamento
itm_plate_boots|Botas de Placas
itm_plate_boots_pl|Botas de Placas
itm_mail_boots_for_tableau|Botas de Malha
itm_mail_boots_for_tableau_pl|Botas de Malha
itm_warhorse_sarranid|Cavalo de Guerra Sarranide
itm_warhorse_sarranid_pl|Cavalo de Guerra Sarranide
itm_warhorse_steppe|Cavalo de Guerra da Estepe
itm_warhorse_steppe_pl|Cavalo de Guerra da Estepe
itm_invisible_body|corpo invisível
itm_invisible_body_pl|corpo invisível
itm_invisible_boots|botas invisíveis
itm_invisible_boots_pl|botas invisíveis
itm_invisible_head|cabeça invisível
itm_invisible_head_pl|cabeça invisível
itm_invisible_hands|mãos invisíveis
itm_invisible_hands_pl|mãos invisíveis
itm_crozier|Bispo Crozier
itm_crozier_pl|Bispo Crozier
itm_city_keys|Chave para a Cidade
itm_city_keys_pl|Chave para a Cidade
itm_eagle_stick|Áquila
itm_eagle_stick_pl|Áquila
itm_lighter|Acendedor
itm_lighter_pl|Acendedor
itm_ramrod|Vareta
itm_ramrod_pl|Vareta
itm_charter_forest|Carta de Exploração Florestal
itm_charter_forest_pl|Carta de Exploração Florestal
itm_charter_quarry|Carta de Exploração da Mina
itm_charter_quarry_pl|Carta de Exploração da Mina
itm_masterpiece_bread|Pão Excelente
itm_masterpiece_bread_pl|Pão Excelente
itm_masterpiece_beer|Cerveja Excelente
itm_masterpiece_beer_pl|Cerveja Excelente
itm_masterpiece_leather|Couro Obra-prima
itm_masterpiece_leather_pl|Couro Obra-prima
itm_masterpiece_wine|Vinho Excelente
itm_masterpiece_wine_pl|Vinho Excelente
itm_masterpiece_oil|Azeite Excelente
itm_masterpiece_oil_pl|Azeite Excelente
itm_masterpiece_tool|Ferramenta Obra-prima
itm_masterpiece_tool_pl|Ferramenta Obra-prima
itm_masterpiece_cloth|Tecido Obra-prima
itm_masterpiece_cloth_pl|Tecido Obra-prima
itm_masterpiece_linen|Gabinete Obra-prima
itm_masterpiece_linen_pl|Gabinete Obra-prima
itm_masterpiece_velvet|Veludo Obra-prima
itm_masterpiece_velvet_pl|Veludo Obra-prima
itm_relic_bible|Bíblia Sagrada
itm_relic_bible_pl|Bíblia Sagrada
itm_relic_cross_a|Cruz de Madeira
itm_relic_cross_a_pl|Cruz de Madeira
itm_relic_cross_b|Cruz Sagrada
itm_relic_cross_b_pl|Cruz Sagrada
itm_relic_cross_d|Cruz Sagrada de Prata
itm_relic_cross_d_pl|Cruz Sagrada de Prata
itm_relic_cross_c|Cruz Sagrada Ornamentada
itm_relic_cross_c_pl|Cruz Sagrada Ornamentada
itm_relic_monstrance|Ostensório com Fragmentos da Verdadeira Cruz
itm_relic_monstrance_pl|Ostensório com Fragmentos da Verdadeira Cruz
itm_relic_relief|Hóstia Sagrada
itm_relic_relief_pl|Hóstia Sagrada
itm_relic_gladius|Gládio Sagrado
itm_relic_gladius_pl|Gládio Sagrado
itm_cross_stand|Cruz Sagrada
itm_cross_stand_pl|Cruz Sagrada
itm_relic_koran|Alcorão Sagrado
itm_relic_koran_pl|Alcorão Sagrado
itm_relic_plate|Santo Prato de Abu Bakr
itm_relic_plate_pl|Santo Prato de Abu Bakr
itm_relic_ring_c|Anel de Umar
itm_relic_ring_c_pl|Anel de Umar
itm_relic_sword|Zulfikar
itm_relic_sword_pl|Zulfikar
itm_relic_tenach|Santo Tanakh
itm_relic_tenach_pl|Santo Tanakh
itm_relic_ring_b|Anel de Moisés
itm_relic_ring_b_pl|Anel de Moisés
itm_relic_ring|Anel de Davi
itm_relic_ring_pl|Anel de Davi
itm_relic_stick|Cajado de Moisés
itm_relic_stick_pl|Cajado de Moisés
itm_relic_menorah|Menorá
itm_relic_menorah_pl|Menorá
itm_relic_stone_a|Pedra Sagrada
itm_relic_stone_a_pl|Pedra Sagrada
itm_relic_mjolnir|Mjölnir
itm_relic_mjolnir_pl|Mjölnir
itm_relic_gungnir|Gungnir
itm_relic_gungnir_pl|Gungnir
itm_relic_dainsleif|Dáinsleif
itm_relic_dainsleif_pl|Dáinsleif
itm_relic_eagle|Águia Sagrada
itm_relic_eagle_pl|Águia Sagrada
itm_relic_sculpture|Escultura Sagrada
itm_relic_sculpture_pl|Escultura Sagrada
itm_relic_stone_b|Pedra Sagrada
itm_relic_stone_b_pl|Pedra Sagrada
itm_relic_skull_a|Crânio Sagrado
itm_relic_skull_a_pl|Crânio Sagrado
itm_relic_skull_b|Crânio Sagrado
itm_relic_skull_b_pl|Crânio Sagrado
itm_relic_skull_c|Crânio Sagrado
itm_relic_skull_c_pl|Crânio Sagrado
itm_relic_skull_d|Crânio Sagrado
itm_relic_skull_d_pl|Crânio Sagrado
itm_bashkir|Basquir
itm_bashkir_pl|Basquir
itm_don|Dom
itm_don_pl|Dom
itm_lipizzaner|Lippizzano
itm_lipizzaner_pl|Lippizzano
itm_andalusian|Andalusiano
itm_andalusian_pl|Andalusiano
itm_trakhener|Trakehner
itm_trakhener_pl|Trakehner
itm_mecklenburg|Meclemburgo
itm_mecklenburg_pl|Meclemburgo
itm_holsteiner|Holsteiner
itm_holsteiner_pl|Holsteiner
itm_arabian_grey|Arábico Cinza
itm_arabian_grey_pl|Arábico Cinza
itm_arabian|Arábico
itm_arabian_pl|Arábico
itm_mule|Mula
itm_mule_pl|Mula
itm_donkey|Burro
itm_donkey_pl|Burro
itm_camel|Camelo
itm_camel_pl|Camelo
itm_heraldic_horse_1|Cavalo Heráldico
itm_heraldic_horse_1_pl|Cavalo Heráldico
itm_heraldic_horse_2|Cavalo Heráldico
itm_heraldic_horse_2_pl|Cavalo Heráldico
itm_heraldic_horse_3|Cavalo Heráldico
itm_heraldic_horse_3_pl|Cavalo Heráldico
itm_heraldic_horse_4|Cavalo Heráldico
itm_heraldic_horse_4_pl|Cavalo Heráldico
itm_swadian_horse_a|Cavalo Heráldico Swadiano
itm_swadian_horse_a_pl|Cavalo Heráldico Swadiano
itm_rhodok_horse_a|Cavalo Heráldico Rhodok
itm_rhodok_horse_a_pl|Cavalo Heráldico Rhodok
itm_rus_horse|Cavalo Vaegir
itm_rus_horse_pl|Cavalo Vaegir
itm_charger_plate_brown|Cavalo de Batalha Marrom
itm_charger_plate_brown_pl|Cavalo de Batalha Marrom
itm_charger_plate_white|Cavalo de Batalha Branco
itm_charger_plate_white_pl|Cavalo de Batalha Branco
itm_sarranid_charger_brass|Cavalo de Batalha Sarranide
itm_sarranid_charger_brass_pl|Cavalo de Batalha Sarranide
itm_sarranid_warhorse1|Cavalo de Guerra Sarranide
itm_sarranid_warhorse1_pl|Cavalo de Guerra Sarranide
itm_sarranid_warhorse2|Cavalo de Guerra do Deserto
itm_sarranid_warhorse2_pl|Cavalo de Guerra do Deserto
itm_steppe_charger_brass|Cavalo de Batalha das Estepes
itm_steppe_charger_brass_pl|Cavalo de Batalha das Estepes
itm_steppe_charger_iron|Cavalo de Batalha Blindado das Estepes
itm_steppe_charger_iron_pl|Cavalo de Batalha Blindado das Estepes
itm_warhorse_chain_brass|Cavalo de Guerra
itm_warhorse_chain_brass_pl|Cavalo de Guerra
itm_warhorse_black_prince|Cavalo de Guerra
itm_warhorse_black_prince_pl|Cavalo de Guerra
itm_warhorse_chandos|Cavalo de Guerra
itm_warhorse_chandos_pl|Cavalo de Guerra
itm_warhorse_charles|Cavalo de Guerra
itm_warhorse_charles_pl|Cavalo de Guerra
itm_warhorse_du_gusclin|Cavalo de Guerra
itm_warhorse_du_gusclin_pl|Cavalo de Guerra
itm_war_horse_teu|Cavalo de Guerra
itm_war_horse_teu_pl|Cavalo de Guerra
itm_warhorse_f2|Cavalo de Guerra
itm_warhorse_f2_pl|Cavalo de Guerra
itm_warhorse_f3|Cavalo de Guerra
itm_warhorse_f3_pl|Cavalo de Guerra
itm_warhorse_f1|Cavalo de Guerra
itm_warhorse_f1_pl|Cavalo de Guerra
itm_warhorse_en1|Cavalo de Guerra
itm_warhorse_en1_pl|Cavalo de Guerra
itm_warhorse_en2|Cavalo de Guerra
itm_warhorse_en2_pl|Cavalo de Guerra
itm_warhorse_en3|Cavalo de Guerra
itm_warhorse_en3_pl|Cavalo de Guerra
itm_hunting_horse_f|Cavalo de Caça
itm_hunting_horse_f_pl|Cavalo de Caça
itm_hunting_horse_e|Cavalo de Caça
itm_hunting_horse_e_pl|Cavalo de Caça
itm_warhorse_edwardiii|Cavalo de Guerra
itm_warhorse_edwardiii_pl|Cavalo de Guerra
itm_warhorse_black|Cavalo Negro de Guerra
itm_warhorse_black_pl|Cavalo Negro de Guerra
itm_jerusalem_king_horse|Cavalo de Cruzadas do Rei
itm_jerusalem_king_horse_pl|Cavalo de Cruzadas do Rei
itm_horse_master_order_templar|Cavalo Templário
itm_horse_master_order_templar_pl|Cavalo Templário
itm_horse_master_order_hospitaller|Cavalo Hospitaleiro
itm_horse_master_order_hospitaller_pl|Cavalo Hospitaleiro
itm_horse_master_order_tevton|Cavalo Teutônico
itm_horse_master_order_tevton_pl|Cavalo Teutônico
itm_jerusalem_knight_horse_a|Cavalo de Cruzadas
itm_jerusalem_knight_horse_a_pl|Cavalo de Cruzadas
itm_jerusalem_knight_horse_b|Cavalo Mithridiano
itm_jerusalem_knight_horse_b_pl|Cavalo Mithridiano
itm_jerusalem_knight_horse_c|Cavalo de Cruzadas
itm_jerusalem_knight_horse_c_pl|Cavalo de Cruzadas
itm_antiohia_knight_horse_a|Cavalo de Cruzadas
itm_antiohia_knight_horse_a_pl|Cavalo de Cruzadas
itm_antiohia_knight_horse_b|Cavalo de Cruzadas
itm_antiohia_knight_horse_b_pl|Cavalo de Cruzadas
itm_hospitaller_knight_horse_a|Cavalo de Malta
itm_hospitaller_knight_horse_a_pl|Cavalo de Malta
itm_hospitaller_knight_horse_b|Cavalo de Malta
itm_hospitaller_knight_horse_b_pl|Cavalo de Malta
itm_hospitaller_knight_horse_c|Cavalo de Malta
itm_hospitaller_knight_horse_c_pl|Cavalo de Malta
itm_hospitaller_knight_horse_d|Cavalo de Malta
itm_hospitaller_knight_horse_d_pl|Cavalo de Malta
itm_ibelin_knight_horse_a|Cavalo de Cruzadas
itm_ibelin_knight_horse_a_pl|Cavalo de Cruzadas
itm_ibelin_knight_horse_b|Cavalo de Cruzadas
itm_ibelin_knight_horse_b_pl|Cavalo de Cruzadas
itm_ibelin_knight_horse_c|Cavalo de Cruzadas
itm_ibelin_knight_horse_c_pl|Cavalo de Cruzadas
itm_templar_knight_horse_a|Cavalo Templário
itm_templar_knight_horse_a_pl|Cavalo Templário
itm_templar_knight_horse_b|Cavalo Templário
itm_templar_knight_horse_b_pl|Cavalo Templário
itm_templar_knight_horse_c|Cavalo Templário
itm_templar_knight_horse_c_pl|Cavalo Templário
itm_templar_knight_horse_d|Cavalo Templário
itm_templar_knight_horse_d_pl|Cavalo Templário
itm_templar_knight_horse_e|Cavalo Templário
itm_templar_knight_horse_e_pl|Cavalo Templário
itm_tevton_knight_horse_a|Cavalo Teutônico
itm_tevton_knight_horse_a_pl|Cavalo Teutônico
itm_tevton_knight_horse_b|Cavalo Teutônico
itm_tevton_knight_horse_b_pl|Cavalo Teutônico
itm_tevton_knight_horse_c|Cavalo Teutônico
itm_tevton_knight_horse_c_pl|Cavalo Teutônico
itm_tevton_knight_horse_d|Cavalo Teutônico
itm_tevton_knight_horse_d_pl|Cavalo Teutônico
itm_tripoli_knight_horse_a|Cavalo de Cruzadas
itm_tripoli_knight_horse_a_pl|Cavalo de Cruzadas
itm_tripoli_knight_horse_b|Cavalo de Cruzadas
itm_tripoli_knight_horse_b_pl|Cavalo de Cruzadas
itm_tripoli_knight_horse_c|Cavalo de Cruzadas
itm_tripoli_knight_horse_c_pl|Cavalo de Cruzadas
itm_saracen_horse_sultan|Cavalo de Sultão
itm_saracen_horse_sultan_pl|Cavalo de Sultão
itm_saracin_hard_horses_a|Cavalo Sarranide
itm_saracin_hard_horses_a_pl|Cavalo Sarranide
itm_saracin_hard_horses_a_v1|Cavalo Sarranide
itm_saracin_hard_horses_a_v1_pl|Cavalo Sarranide
itm_saracin_hard_horses_b|Cavalo Sarranide
itm_saracin_hard_horses_b_pl|Cavalo Sarranide
itm_saracin_hard_horses_b_v1|Cavalo Sarranide
itm_saracin_hard_horses_b_v1_pl|Cavalo Sarranide
itm_saracin_hard_horses_c|Cavalo Sarranide
itm_saracin_hard_horses_c_pl|Cavalo Sarranide
itm_saracin_hard_horses_c_v1|Cavalo Sarranide
itm_saracin_hard_horses_c_v1_pl|Cavalo Sarranide
itm_saracin_hard_horses_d|Cavalo Sarranide
itm_saracin_hard_horses_d_pl|Cavalo Sarranide
itm_saracin_hard_horses_d_v1|Cavalo Sarranide
itm_saracin_hard_horses_d_v1_pl|Cavalo Sarranide
itm_bandits_horse_a|Cavalo de Bandidos
itm_bandits_horse_a_pl|Cavalo dos Bandidos
itm_bandits_horse_b|Cavalo dos Bandidos
itm_bandits_horse_b_pl|Cavalo dos Bandidos
itm_bandits_horse_c|Cavalo dos Bandidos
itm_bandits_horse_c_pl|Cavalo dos Bandidos
itm_bandits_horse_d|Cavalo dos Bandidos
itm_bandits_horse_d_pl|Cavalo dos Bandidos
itm_horse_bandits_a|Cavalo dos Bandidos
itm_horse_bandits_a_pl|Cavalo dos Bandidos
itm_horse_bandits_b|Cavalo dos Bandidos
itm_horse_bandits_b_pl|Cavalo dos Bandidos
itm_horse_bandits_c|Cavalo dos Bandidos
itm_horse_bandits_c_pl|Cavalo dos Bandidos
itm_horse_bandits_d|Cavalo dos Bandidos
itm_horse_bandits_d_pl|Cavalo dos Bandidos
itm_european_horse_a|Cavalo Swadiano
itm_european_horse_a_pl|Cavalo Swadiano
itm_european_horse_b|Cavalo Swadiano
itm_european_horse_b_pl|Cavalo Swadiano
itm_european_horse_c|Cavalo Swadiano
itm_european_horse_c_pl|Cavalo Swadiano
itm_european_horse_d|Cavalo Swadiano
itm_european_horse_d_pl|Cavalo Swadiano
itm_european_horse_e|Cavalo Swadiano
itm_european_horse_e_pl|Cavalo Swadiano
itm_european_horse_f|Cavalo Swadiano
itm_european_horse_f_pl|Cavalo Swadiano
itm_arabs_horse_a|Cavalo Árabe
itm_arabs_horse_a_pl|Cavalo Árabe
itm_arabs_horse_b|Cavalo Árabe
itm_arabs_horse_b_pl|Cavalo Árabe
itm_arabs_horse_c|Cavalo Árabe
itm_arabs_horse_c_pl|Cavalo Árabe
itm_arabs_horse_d|Cavalo Árabe
itm_arabs_horse_d_pl|Cavalo Árabe
itm_horse_tyrk_a|Cavalo Tyrkias
itm_horse_tyrk_a_pl|Cavalo Tyrkias
itm_horse_tyrk_b|Cavalo Tyrkias
itm_horse_tyrk_b_pl|Cavalo Tyrkias
itm_horse_tyrk_c|Cavalo Tyrkias
itm_horse_tyrk_c_pl|Cavalo Tyrkias
itm_horse_tyrk_d|Cavalo Tyrkias
itm_horse_tyrk_d_pl|Cavalo Tyrkias
itm_horse_tyrk_e|Cavalo Tyrkias
itm_horse_tyrk_e_pl|Cavalo Tyrkias
itm_turguhn_horse_a|Cavalo Turguhn
itm_turguhn_horse_a_pl|Cavalo Turguhn
itm_turguhn_horse_b|Cavalo Turguhn
itm_turguhn_horse_b_pl|Cavalo Turguhn
itm_turguhn_horse_c|Cavalo Turguhn
itm_turguhn_horse_c_pl|Cavalo Turguhn
itm_turguhn_horse_d|Cavalo Turguhn
itm_turguhn_horse_d_pl|Cavalo Turguhn
itm_flintlock_pistol_1|Pistola Flintlock
itm_flintlock_pistol_1_pl|Pistola Flintlock
itm_pistol_firelock_long|Pistola Firelock
itm_pistol_firelock_long_pl|Pistola Firelock
itm_pistol_wheellock_long|Pistola Wheellock
itm_pistol_wheellock_long_pl|Pistola Wheellock
itm_blunderbus|Bacamarte
itm_blunderbus_pl|Bacamarte
itm_arquebus|Arcabuz
itm_arquebus_pl|Arcabuz
itm_matchlock_1|Matchlock
itm_matchlock_1_pl|Matchlock
itm_matchlock_2|Matchlock
itm_matchlock_2_pl|Matchlock
itm_wheellock_long|Wheellock
itm_wheellock_long_pl|Wheellock
itm_firelock_conversion|Firelock
itm_firelock_conversion_pl|Firelock
itm_firelock_regular_short|Firelock
itm_firelock_regular_short_pl|Firelock
itm_firelock_regular_long|Firelock
itm_firelock_regular_long_pl|Firelock
itm_wheellock_carbine_1|Carabina Wheellock
itm_wheellock_carbine_1_pl|Carabina Wheellock
itm_firelock_carbine|Carabina Firelock
itm_firelock_carbine_pl|Carabina Firelock
itm_musket|Mosquete
itm_musket_pl|Mosquete
itm_muskets_end|End
itm_muskets_end_pl|End
itm_battle_banner_g|Estandarte de Batalha
itm_battle_banner_g_pl|Estandarte de Batalha
itm_battle_banner_h|Estandarte de Batalha
itm_battle_banner_h_pl|Estandarte de Batalha
itm_battle_banner_p|Estandarte de Batalha
itm_battle_banner_p_pl|Estandarte de Batalha
itm_battle_banner_o|Estandarte de Batalha
itm_battle_banner_o_pl|Estandarte de Batalha
itm_battle_banner_u|Estandarte de Batalha
itm_battle_banner_u_pl|Estandarte de Batalha
itm_battle_banner_aa|Estandarte de Batalha
itm_battle_banner_aa_pl|Estandarte de Batalha
itm_battle_banner_bb|Estandarte de Batalha
itm_battle_banner_bb_pl|Estandarte de Batalha
itm_battle_banner_f|Estandarte de Batalha
itm_battle_banner_f_pl|Estandarte de Batalha
itm_battle_banner_r|Estandarte de Batalha
itm_battle_banner_r_pl|Estandarte de Batalha
itm_battle_banner_ee|Estandarte de Batalha
itm_battle_banner_ee_pl|Estandarte de Batalha
itm_battle_banner_ff|Estandarte de Batalha
itm_battle_banner_ff_pl|Estandarte de Batalha
itm_battle_banner_gg|Estandarte de Batalha
itm_battle_banner_gg_pl|Estandarte de Batalha
itm_battle_banner_hh|Estandarte de Batalha
itm_battle_banner_hh_pl|Estandarte de Batalha
itm_battle_banner_ii|Estandarte de Batalha
itm_battle_banner_ii_pl|Estandarte de Batalha
itm_battle_banner_qq|Estandarte de Batalha
itm_battle_banner_qq_pl|Estandarte de Batalha
itm_battle_banner_rr|Estandarte de Batalha
itm_battle_banner_rr_pl|Estandarte de Batalha
itm_battle_banner_ss|Estandarte de Batalha
itm_battle_banner_ss_pl|Estandarte de Batalha
itm_battle_banner_tt|Estandarte de Batalha
itm_battle_banner_tt_pl|Estandarte de Batalha
itm_battle_banner_w|Estandarte de Batalha
itm_battle_banner_w_pl|Estandarte de Batalha
itm_battle_banner_v|Estandarte de Batalha
itm_battle_banner_v_pl|Estandarte de Batalha
itm_battle_banner_y|Estandarte de Batalha
itm_battle_banner_y_pl|Estandarte de Batalha
itm_battle_banner_x|Estandarte de Batalha
itm_battle_banner_x_pl|Estandarte de Batalha
itm_battle_banner_z|Estandarte de Batalha
itm_battle_banner_z_pl|Estandarte de Batalha
itm_battle_banner_a|Estandarte de Batalha
itm_battle_banner_a_pl|Estandarte de Batalha
itm_battle_banner_c|Estandarte de Batalha
itm_battle_banner_c_pl|Estandarte de Batalha
itm_battle_banner_d|Estandarte de Batalha
itm_battle_banner_d_pl|Estandarte de Batalha
itm_battle_banner_e|Estandarte de Batalha
itm_battle_banner_e_pl|Estandarte de Batalha
itm_battle_banner_i|Estandarte de Batalha
itm_battle_banner_i_pl|Estandarte de Batalha
itm_battle_banner_j|Estandarte de Batalha
itm_battle_banner_j_pl|Estandarte de Batalha
itm_battle_banner_k|Estandarte de Batalha
itm_battle_banner_k_pl|Estandarte de Batalha
itm_battle_banner_l|Estandarte de Batalha
itm_battle_banner_l_pl|Estandarte de Batalha
itm_battle_banner_q|Estandarte de Batalha
itm_battle_banner_q_pl|Estandarte de Batalha
itm_battle_banner_s|Estandarte de Batalha
itm_battle_banner_s_pl|Estandarte de Batalha
itm_battle_banner_zz|Estandarte de Batalha
itm_battle_banner_zz_pl|Estandarte de Batalha
itm_battle_banner_aaa|Estandarte de Batalha
itm_battle_banner_aaa_pl|Estandarte de Batalha
itm_battle_banner_bbb|Estandarte de Batalha
itm_battle_banner_bbb_pl|Estandarte de Batalha
itm_battle_banner_ccc|Estandarte de Batalha
itm_battle_banner_ccc_pl|Estandarte de Batalha
itm_battle_banner_ddd|Estandarte de Batalha
itm_battle_banner_ddd_pl|Estandarte de Batalha
itm_battle_banner_uu|Estandarte de Batalha
itm_battle_banner_uu_pl|Estandarte de Batalha
itm_battle_banner_vv|Estandarte de Batalha
itm_battle_banner_vv_pl|Estandarte de Batalha
itm_battle_banner_ww|Estandarte de Batalha
itm_battle_banner_ww_pl|Estandarte de Batalha
itm_battle_banner_xx|Estandarte de Batalha
itm_battle_banner_xx_pl|Estandarte de Batalha
itm_battle_banner_yy|Estandarte de Batalha
itm_battle_banner_yy_pl|Estandarte de Batalha
itm_battle_banner_eee|Estandarte de Batalha
itm_battle_banner_eee_pl|Estandarte de Batalha
itm_battle_banner_ggg|Estandarte de Batalha
itm_battle_banner_ggg_pl|Estandarte de Batalha
itm_battle_banner_fff|Estandarte de Batalha
itm_battle_banner_fff_pl|Estandarte de Batalha
itm_battle_banner_dd|Estandarte de Batalha
itm_battle_banner_dd_pl|Estandarte de Batalha
itm_battle_banner_cc|Estandarte de Batalha
itm_battle_banner_cc_pl|Estandarte de Batalha
itm_battle_banner_jj|Estandarte de Batalha
itm_battle_banner_jj_pl|Estandarte de Batalha
itm_battle_banner_kk|Estandarte de Batalha
itm_battle_banner_kk_pl|Estandarte de Batalha
itm_battle_banner_ll|Estandarte de Batalha
itm_battle_banner_ll_pl|Estandarte de Batalha
itm_battle_banner_mm|Estandarte de Batalha
itm_battle_banner_mm_pl|Estandarte de Batalha
itm_battle_banner_nn|Estandarte de Batalha
itm_battle_banner_nn_pl|Estandarte de Batalha
itm_battle_banner_hhh|Estandarte de Batalha
itm_battle_banner_hhh_pl|Estandarte de Batalha
itm_battle_banner_iii|Estandarte de Batalha
itm_battle_banner_iii_pl|Estandarte de Batalha
itm_battle_banner_nnn|Estandarte de Batalha
itm_battle_banner_nnn_pl|Estandarte de Batalha
itm_battle_banner_mmm|Estandarte de Batalha
itm_battle_banner_mmm_pl|Estandarte de Batalha
itm_battle_banner_lll|Estandarte de Batalha
itm_battle_banner_lll_pl|Estandarte de Batalha
itm_battle_banner_ooo|Estandarte de Cavalaria
itm_battle_banner_ooo_pl|Estandarte de Cavalaria
itm_battle_banner_b|Estandarte de Cavalaria
itm_battle_banner_b_pl|Estandarte de Cavalaria
itm_battle_banner_n|Estandarte de Cavalaria
itm_battle_banner_n_pl|Estandarte de Cavalaria
itm_battle_banner_qq_cav|Estandarte de Cavalaria
itm_battle_banner_qq_cav_pl|Estandarte de Cavalaria
itm_battle_banner_dd_cav|Estandarte de Cavalaria
itm_battle_banner_dd_cav_pl|Estandarte de Cavalaria
itm_battle_banner_t|Estandarte de Cavalaria
itm_battle_banner_t_pl|Estandarte de Cavalaria
itm_battle_banner_m|Estandarte de Cavalaria
itm_battle_banner_m_pl|Estandarte de Cavalaria
itm_battle_banner_NOT_EXISTING|Estandarte de Cavalaria
itm_battle_banner_NOT_EXISTING_pl|Estandarte de Cavalaria
itm_battle_banner_pp|Estandarte de Cavalaria
itm_battle_banner_pp_pl|Estandarte de Cavalaria
itm_battle_banner_ww_cav|Estandarte de Cavalaria
itm_battle_banner_ww_cav_pl|Estandarte de Cavalaria
itm_battle_banner_oo|Estandarte de Cavalaria
itm_battle_banner_oo_pl|Estandarte de Cavalaria
itm_battle_banner_nn_cav|Estandarte de Cavalaria
itm_battle_banner_nn_cav_pl|Estandarte de Cavalaria
itm_battle_banner_kkk|Estandarte de Cavalaria
